index,ego_x,ego_y,ego_angle,ego_acceleration,ego_vel,num_tracked_cars,car_0_x,car_0_y,car_0_angle,car_0_acceleration,car_0_vel,car_0_in_fov,car_0_d_y
0,0.0,27.0,270.0,0.0,0.0,1,37.0,35.0,270.0,0.0,0.0,1.0,-8.0
1,0.0,27.00343,270.0,0.7000000000000001,0.04900000000000001,1,37.0,35.00343,270.0,0.7000000000000001,0.04900000000000001,1.0,-8.0
2,0.0,27.010577920000003,270.0,1.2800000000000002,0.12324000000000002,1,37.0,35.01057792,270.0,1.2800000000000002,0.12324000000000002,1.0,-8.0
3,0.0,27.023613250000004,270.0,1.8500000000000003,0.22869000000000003,1,37.0,35.023613250000004,270.0,1.8500000000000003,0.22869000000000003,1.0,-8.0
4,0.0,27.045599600000003,270.0,2.4400000000000004,0.37265000000000004,1,37.0,35.0455996,270.0,2.4400000000000004,0.37265000000000004,1.0,-8.0
5,0.0,27.079680300000003,270.0,3.0500000000000003,0.5587000000000001,1,37.0,35.0796803,270.0,3.0500000000000003,0.5587000000000001,1.0,-7.9999999999999964
6,0.0,27.127379860000005,270.0,3.66,0.7819600000000001,1,37.0,35.12737986,270.0,3.66,0.7819600000000001,1.0,-7.999999999999993
7,0.0,27.188309750000005,270.0,4.25,1.03271,1,37.0,35.188309749999995,270.0,4.25,1.03271,1.0,-7.999999999999989
8,0.0,27.264455050000006,270.0,4.83,1.31285,1,37.0,35.264455049999995,270.0,4.83,1.31285,1.0,-7.999999999999989
9,0.0,27.358799590000007,270.0,5.41,1.62663,1,37.0,35.35879959,270.0,5.41,1.62663,1.0,-7.999999999999989
10,0.0,27.473294490000008,270.0,5.99,1.97405,1,37.0,35.473294489999994,270.0,5.99,1.97405,1.0,-7.999999999999986
11,0.0,27.61266842000001,270.0,6.58,2.36227,1,37.0,35.61266841999999,270.0,6.58,2.36227,1.0,-7.999999999999982
12,0.0,27.793426820000008,270.0,7.22,2.82435,1,37.0,35.79342681999999,270.0,7.22,2.82435,1.0,-7.999999999999986
13,0.0,27.983478320000007,270.0,7.8,3.27675,1,37.0,35.983478319999996,270.0,7.8,3.27675,1.0,-7.999999999999989
