index,ego_x,ego_y,ego_angle,ego_acceleration,ego_vel,num_tracked_cars,car_0_x,car_0_y,car_0_angle,car_0_acceleration,car_0_vel,car_0_in_fov,car_0_d_y
0,0.0,27.0,270.0,0.0,0.0,1,43.0,35.0,270.0,0.0,0.0,1.0,-8.0
1,0.0,27.00314432,270.0,0.68,0.04624,1,43.0,35.00314432,270.0,0.68,0.04624,1.0,-7.9999999999999964
2,0.0,27.01006488,270.0,1.2600000000000002,0.11932000000000002,1,43.0,35.010064879999995,270.0,1.2600000000000002,0.11932000000000002,1.0,-7.999999999999993
3,0.0,27.022811790000002,270.0,1.8300000000000003,0.22363000000000005,1,43.0,35.02281178999999,270.0,1.8300000000000003,0.22363000000000005,1.0,-7.999999999999989
4,0.0,27.044429980000004,270.0,2.4200000000000004,0.36641000000000007,1,43.0,35.04442997999999,270.0,2.4200000000000004,0.36641000000000007,1.0,-7.999999999999986
5,0.0,27.078055620000004,270.0,3.0300000000000002,0.5512400000000001,1,43.0,35.07805561999999,270.0,3.0300000000000002,0.5512400000000001,1.0,-7.999999999999982
6,0.0,27.123180000000005,270.0,3.62,0.76482,1,43.0,35.123179999999984,270.0,3.62,0.76482,1.0,-7.999999999999979
7,0.0,27.181668360000003,270.0,4.2,1.00842,1,43.0,35.18166835999998,270.0,4.2,1.00842,1.0,-7.999999999999979
8,0.0,27.256236640000004,270.0,4.78,1.28566,1,43.0,35.25623663999998,270.0,4.78,1.28566,1.0,-7.999999999999979
9,0.0,27.348835960000006,270.0,5.36,1.59654,1,43.0,35.34883595999998,270.0,5.36,1.59654,1.0,-7.999999999999975
10,0.0,27.463743770000004,270.0,5.95,1.94759,1,43.0,35.46374376999998,270.0,5.95,1.94759,1.0,-7.999999999999975
11,0.0,27.606956520000004,270.0,6.5600000000000005,2.34775,1,43.0,35.60695651999998,270.0,6.5600000000000005,2.34775,1.0,-7.999999999999979
12,0.0,27.770362920000004,270.0,7.15,2.7696,1,43.0,35.77036291999998,270.0,7.15,2.7696,1.0,-7.999999999999979
13,0.0,27.957003440000005,270.0,7.73,3.21794,1,43.0,35.95700343999998,270.0,7.73,3.21794,1.0,-7.999999999999975
14,0.0,28.175823820000005,270.0,8.32,3.7088200000000002,1,43.0,36.17582381999998,270.0,8.32,3.7088200000000002,1.0,-7.999999999999972
15,0.0,28.420874980000004,270.0,8.9,4.225020000000001,1,43.0,36.42087497999998,270.0,8.9,4.225020000000001,1.0,-7.999999999999975
16,0.0,28.697816860000003,270.0,9.48,4.77486,1,43.0,36.69781685999998,270.0,9.48,4.77486,1.0,-7.999999999999979
17,0.0,29.014587270000003,270.0,10.07,5.36899,1,43.0,37.01458726999998,270.0,10.07,5.36899,1.0,-7.999999999999975
18,0.0,29.368465140000005,270.0,10.66,5.99793,1,43.0,37.36846513999998,270.0,10.66,5.99793,1.0,-7.999999999999972
19,0.0,29.754156440000006,270.0,11.24,6.649850000000001,1,43.0,37.754156439999974,270.0,11.24,6.649850000000001,1.0,-7.999999999999968
20,0.0,30.179610220000008,270.0,11.82,7.33541,1,43.0,38.17961021999997,270.0,11.82,7.33541,1.0,-7.9999999999999645
21,0.0,30.646777600000007,270.0,12.4,8.05461,1,43.0,38.64677759999997,270.0,12.4,8.05461,1.0,-7.9999999999999645
22,0.0,31.15760970000001,270.0,12.98,8.807450000000001,1,43.0,39.15760969999997,270.0,12.98,8.807450000000001,1.0,-7.9999999999999645
23,0.0,31.71405764000001,270.0,13.56,9.59393,1,43.0,39.71405763999997,270.0,13.56,9.59393,1.0,-7.999999999999961
24,0.0,32.31807254000001,270.0,14.14,10.41405,1,43.0,40.318072539999974,270.0,14.14,10.41405,1.0,-7.9999999999999645
25,0.0,32.98377662000001,270.0,14.73,11.28312,1,43.0,40.981722829999974,270.0,14.14,11.24831,1.0,-7.9979462099999665
26,0.0,33.68970042000001,270.0,15.31,12.171100000000001,1,43.0,41.68179076814247,270.0,14.169428698720646,12.070136864525798,1.0,-7.992090348142462
27,0.0,34.43504724000001,270.0,15.88,13.076260000000001,1,43.0,42.41601259555262,270.0,14.227154857550275,12.881084691406164,1.0,-7.9809653555526126
28,0.0,35.24884176000001,270.0,16.46,14.030940000000001,1,43.0,43.2112710581053,270.0,14.314967434933505,13.711352802632307,1.0,-7.962429298105285
29,0.0,36.168246570000015,270.0,17.07,15.072210000000002,1,43.0,44.10138561946148,270.0,14.437527652677872,14.592041989445658,1.0,-7.933139049461467
