index,ego_x,ego_y,ego_angle,ego_acceleration,ego_vel,num_tracked_cars,car_0_x,car_0_y,car_0_angle,car_0_acceleration,car_0_vel,car_0_in_fov,car_0_d_y
0,0.0,27.0,270.0,0.0,0.0,1,49.0,35.0,270.0,0.0,0.0,1.0,-8.0
1,0.0,27.00373248,270.0,0.72,0.05184,1,49.0,35.00373248,270.0,0.72,0.05184,1.0,-7.9999999999999964
2,0.0,27.01209752,270.0,1.3399999999999999,0.13491999999999998,1,49.0,35.01209752,270.0,1.3399999999999999,0.13491999999999998,1.0,-7.9999999999999964
3,0.0,27.0324908,270.0,2.0599999999999996,0.28323999999999994,1,49.0,35.0324908,270.0,2.0599999999999996,0.28323999999999994,1.0,-7.9999999999999964
4,0.0,27.07930985,270.0,2.9299999999999997,0.5381499999999999,1,49.0,35.07930985,270.0,2.9299999999999997,0.5381499999999999,1.0,-8.0
5,0.0,27.127342940000002,270.0,3.5599999999999996,0.7624299999999999,1,49.0,35.12734294,270.0,3.5599999999999996,0.7624299999999999,1.0,-7.9999999999999964
6,0.0,27.190681520000002,270.0,4.18,1.02159,1,49.0,35.19068152,270.0,4.18,1.02159,1.0,-7.9999999999999964
7,0.0,27.274132580000003,270.0,4.81,1.32462,1,49.0,35.27413258,270.0,4.81,1.32462,1.0,-7.9999999999999964
8,0.0,27.379175000000004,270.0,5.4399999999999995,1.6673399999999998,1,49.0,35.379175,270.0,5.4399999999999995,1.6673399999999998,1.0,-7.999999999999993
9,0.0,27.513282350000004,270.0,6.09,2.0631899999999996,1,49.0,35.51328235,270.0,6.09,2.0631899999999996,1.0,-7.999999999999993
10,0.0,27.669935000000006,270.0,6.72,2.48655,1,49.0,35.669934999999995,270.0,6.72,2.48655,1.0,-7.999999999999989
11,0.0,27.852316060000007,270.0,7.34,2.94163,1,49.0,35.85231605999999,270.0,7.34,2.94163,1.0,-7.999999999999986
12,0.0,28.061337440000006,270.0,7.95,3.42658,1,49.0,36.061337439999996,270.0,7.95,3.42658,1.0,-7.999999999999989
13,0.0,28.306728480000007,270.0,8.57,3.95792,1,49.0,36.30672848,270.0,8.57,3.95792,1.0,-7.999999999999989
14,0.0,28.587445880000008,270.0,9.19,4.5277,1,49.0,36.58744588,270.0,9.19,4.5277,1.0,-7.999999999999989
15,0.0,28.90010138000001,270.0,9.799999999999999,5.125500000000001,1,49.0,36.900101379999995,270.0,9.799999999999999,5.125500000000001,1.0,-7.999999999999986
16,0.0,29.25149249000001,270.0,10.409999999999998,5.76051,1,49.0,37.25149249,270.0,10.409999999999998,5.76051,1.0,-7.999999999999986
17,0.0,29.658222380000012,270.0,11.04,6.45603,1,49.0,37.65822238,270.0,11.04,6.45603,1.0,-7.999999999999986
18,0.0,30.09538986000001,270.0,11.649999999999999,7.16668,1,49.0,38.09538986,270.0,11.649999999999999,7.16668,1.0,-7.999999999999986
19,0.0,30.58688990000001,270.0,12.269999999999998,7.927420000000001,1,49.0,38.586889899999996,270.0,12.269999999999998,7.927420000000001,1.0,-7.999999999999986
20,0.0,31.12793910000001,270.0,12.889999999999997,8.726600000000001,1,49.0,39.1279391,270.0,12.889999999999997,8.726600000000001,1.0,-7.999999999999989
21,0.0,31.72092074000001,270.0,13.509999999999996,9.56422,1,49.0,39.72092074,270.0,13.509999999999996,9.56422,1.0,-7.999999999999986
22,0.0,32.35687868000001,270.0,14.119999999999996,10.42554,1,49.0,40.356878679999994,270.0,14.119999999999996,10.42554,1.0,-7.999999999999986
23,0.0,33.057539440000006,270.0,14.119999999999996,11.30098,1,49.0,41.05753943999999,270.0,14.119999999999996,11.30098,1.0,-7.999999999999986
24,0.0,33.825670331686716,270.0,14.151965655506904,12.192553836296934,1,49.0,41.8256703316867,270.0,14.151965655506904,12.192553836296934,1.0,-7.999999999999986
25,0.0,34.62230545255861,270.0,14.213742772850894,13.059592145440838,1,49.0,42.62230545255859,270.0,14.213742772850894,13.059592145440838,1.0,-7.999999999999986
26,0.0,35.472173561781844,270.0,14.306097380098775,13.932264085626864,1,49.0,43.47217356178183,270.0,14.306097380098775,13.932264085626864,1.0,-7.999999999999986
27,0.0,36.39144541819972,270.0,14.430666781740591,14.82696542609478,1,49.0,44.39144541819971,270.0,14.430666781740591,14.82696542609478,1.0,-7.999999999999986
28,0.0,37.35015342559467,270.0,14.582939103241452,15.716524711392509,1,49.0,45.350153425594655,270.0,14.582939103241452,15.716524711392509,1.0,-7.999999999999986
29,0.0,38.38134339617173,270.0,14.767283681248975,16.632096299629946,1,49.0,46.381343396171715,270.0,14.767283681248975,16.632096299629946,1.0,-7.999999999999986
30,0.0,39.47011826251397,270.0,14.980461957645204,17.56088494100395,1,49.0,47.47011826251396,270.0,14.980461957645204,17.56088494100395,1.0,-7.999999999999986
31,0.0,40.61740501898718,270.0,15.221615538751037,18.50462510440651,1,49.0,48.617405018987164,270.0,15.221615538751037,18.50462510440651,1.0,-7.999999999999986
32,0.0,41.80380850332276,270.0,15.485448257669368,19.449237448124343,1,49.0,49.80380850332275,270.0,15.485448257669368,19.449237448124343,1.0,-7.999999999999986
33,0.0,43.07031774069628,270.0,15.77953059048047,20.427568344734134,1,49.0,51.07031774069627,270.0,15.77953059048047,20.427568344734134,1.0,-7.999999999999986
34,0.0,44.3176069780698,270.0,-5.0,20.117568344734135,1,49.0,52.31760697806978,270.0,-5.0,20.117568344734135,1.0,-7.999999999999986
35,0.0,45.545676215443315,270.0,-5.0,19.807568344734136,1,49.0,53.5456762154433,270.0,-5.0,19.807568344734136,1.0,-7.999999999999986
36,0.0,46.73666679135708,270.0,-4.641519246175124,19.524435670717455,1,49.0,54.73666679135707,270.0,-4.641519246175124,19.524435670717455,1.0,-7.999999999999986
37,0.0,47.94983663348386,270.0,-4.250341428172078,19.256664160742613,1,49.0,55.94983663348385,270.0,-4.250341428172078,19.256664160742613,1.0,-7.999999999999986
38,0.0,49.110156772948315,270.0,-3.852828363571514,19.02164163056475,1,49.0,57.1101567729483,270.0,-3.852828363571514,19.02164163056475,1.0,-7.999999999999986
39,0.0,50.27630838871191,270.0,-3.431364550316555,18.808897028445124,1,49.0,58.2763083887119,270.0,-3.431364550316555,18.808897028445124,1.0,-7.999999999999986
40,0.0,51.43095043928172,270.0,-2.9941636820465543,18.623258880158236,1,49.0,59.43095043928171,270.0,-2.9941636820465543,18.623258880158236,1.0,-7.999999999999986
41,0.0,52.57581725085126,270.0,-2.542986212350713,18.465593734992492,1,49.0,60.575817250851244,270.0,-2.542986212350713,18.465593734992492,1.0,-7.999999999999986
42,0.0,53.694452287513414,270.0,-2.087122056541341,18.338279289543472,1,49.0,61.6944522875134,270.0,-2.087122056541341,18.338279289543472,1.0,-7.999999999999986
