index,ego_x,ego_y,ego_angle,ego_acceleration,ego_vel,num_tracked_cars,car_0_x,car_0_y,car_0_angle,car_0_acceleration,car_0_vel,car_0_in_fov,car_0_d_y
0,0.0,27.0,270.0,0.0,0.0,1,34.0,35.0,270.0,0.0,0.0,1.0,-8.0
1,0.0,27.00438976,270.0,0.76,0.05776,1,34.0,35.00438976,270.0,0.76,0.05776,1.0,-8.000000000000004
2,0.0,27.01354555,270.0,1.3900000000000001,0.14533000000000001,1,34.0,35.01354555,270.0,1.3900000000000001,0.14533000000000001,1.0,-8.000000000000004
3,0.0,27.03116155,270.0,2.0300000000000002,0.27525,1,34.0,35.03116155,270.0,2.0300000000000002,0.27525,1.0,-8.0
4,0.0,27.05905984,270.0,2.66,0.44283,1,34.0,35.05905984,270.0,2.66,0.44283,1.0,-8.000000000000004
5,0.0,27.10274854,270.0,3.3200000000000003,0.66195,1,34.0,35.10274854,270.0,3.3200000000000003,0.66195,1.0,-8.0
6,0.0,27.1613335,270.0,3.9600000000000004,0.9153900000000001,1,34.0,35.1613335,270.0,3.9600000000000004,0.9153900000000001,1.0,-7.9999999999999964
7,0.0,27.23722078,270.0,4.590000000000001,1.2045600000000003,1,34.0,35.23722078,270.0,4.590000000000001,1.2045600000000003,1.0,-8.0
8,0.0,27.33382624,270.0,5.220000000000001,1.5334200000000004,1,34.0,35.33382624,270.0,5.220000000000001,1.5334200000000004,1.0,-8.0
9,0.0,27.45365035,270.0,5.8500000000000005,1.9019700000000004,1,34.0,35.453650350000004,270.0,5.8500000000000005,1.9019700000000004,1.0,-8.000000000000004
10,0.0,27.60195947,270.0,6.49,2.3173300000000006,1,34.0,35.601959470000004,270.0,6.49,2.3173300000000006,1.0,-8.000000000000004
11,0.0,27.77621054,270.0,7.12,2.7658900000000006,1,34.0,35.77621054,270.0,7.12,2.7658900000000006,1.0,-8.0
12,0.0,27.98122136,270.0,7.75,3.2541400000000005,1,34.0,35.98122136,270.0,7.75,3.2541400000000005,1.0,-8.0
13,0.0,28.2194924,270.0,8.38,3.7820800000000006,1,34.0,36.2194924,270.0,8.38,3.7820800000000006,1.0,-8.0
14,0.0,28.49352413,270.0,9.010000000000002,4.349710000000001,1,34.0,36.49352413,270.0,9.010000000000002,4.349710000000001,1.0,-7.9999999999999964
15,0.0,28.80022387,270.0,9.63,4.946770000000001,1,34.0,36.800223869999996,270.0,9.63,4.946770000000001,1.0,-7.9999999999999964
16,0.0,29.14632461,270.0,10.25,5.582270000000001,1,34.0,37.14632460999999,270.0,10.25,5.582270000000001,1.0,-7.999999999999993
17,0.0,29.548195330000002,270.0,10.89,6.279230000000001,1,34.0,37.54819532999999,270.0,10.89,6.279230000000001,1.0,-7.999999999999989
18,0.0,29.981752030000003,270.0,11.51,6.992850000000001,1,34.0,37.98175202999999,270.0,11.51,6.992850000000001,1.0,-7.999999999999986
19,0.0,30.548637550000002,270.0,12.23,7.873410000000001,1,34.0,38.54863754999999,270.0,12.23,7.873410000000001,1.0,-7.999999999999986
20,0.0,31.095703720000003,270.0,12.860000000000001,8.68359,1,34.0,39.09570371999999,270.0,12.860000000000001,8.68359,1.0,-7.999999999999986
21,0.0,31.696311700000003,270.0,13.490000000000002,9.533460000000002,1,34.0,39.69631169999999,270.0,13.490000000000002,9.533460000000002,1.0,-7.999999999999986
22,0.0,32.35296196,270.0,14.120000000000003,10.423020000000001,1,34.0,40.35296195999999,270.0,14.120000000000003,10.423020000000001,1.0,-7.999999999999986
23,0.0,33.0656545,270.0,14.120000000000003,11.31258,1,34.0,41.06565449999999,270.0,14.120000000000003,11.31258,1.0,-7.999999999999986
24,0.0,33.847628149599956,270.0,14.152473046864165,12.218338274999308,1,34.0,41.84762814959994,270.0,14.152473046864165,12.218338274999308,1.0,-7.999999999999986
25,0.0,34.65980859325226,270.0,14.215262903836745,13.099684575037186,1,34.0,42.659808593252244,270.0,14.215262903836745,13.099684575037186,1.0,-7.999999999999986
