index,ego_x,ego_y,ego_angle,ego_acceleration,ego_vel,num_tracked_cars,car_0_x,car_0_y,car_0_angle,car_0_acceleration,car_0_vel,car_0_in_fov,car_0_d_y
0,0.0,27.0,270.0,0.0,0.0,1,31.0,35.0,270.0,0.0,0.0,1.0,-8.0
1,0.0,27.00357911,270.0,0.71,0.05040999999999999,1,31.0,35.00357911,270.0,0.71,0.05040999999999999,1.0,-7.9999999999999964
2,0.0,27.01181705,270.0,1.33,0.13287,1,31.0,35.01181705,270.0,1.33,0.13287,1.0,-7.9999999999999964
3,0.0,27.0279671,270.0,1.96,0.25634999999999997,1,31.0,35.0279671,270.0,1.96,0.25634999999999997,1.0,-7.9999999999999964
4,0.0,27.05439686,270.0,2.59,0.41951999999999995,1,31.0,35.05439686,270.0,2.59,0.41951999999999995,1.0,-7.9999999999999964
5,0.0,27.09713884,270.0,3.26,0.63794,1,31.0,35.09713884,270.0,3.26,0.63794,1.0,-8.0
6,0.0,27.15160584,270.0,3.88,0.8785,1,31.0,35.15160584,270.0,3.88,0.8785,1.0,-8.000000000000004
7,0.0,27.22485153,270.0,4.51,1.16263,1,31.0,35.22485153,270.0,4.51,1.16263,1.0,-8.000000000000004
8,0.0,27.31849788,270.0,5.14,1.48645,1,31.0,35.31849788,270.0,5.14,1.48645,1.0,-8.000000000000004
9,0.0,27.44417112,270.0,5.81,1.87572,1,31.0,35.44417112,270.0,5.81,1.87572,1.0,-8.0
10,0.0,27.5906364,270.0,6.449999999999999,2.28852,1,31.0,35.5906364,270.0,6.449999999999999,2.28852,1.0,-8.0
11,0.0,27.759701720000002,270.0,7.069999999999999,2.7268600000000003,1,31.0,35.75970172,270.0,7.069999999999999,2.7268600000000003,1.0,-8.0
12,0.0,27.9583274,270.0,7.6899999999999995,3.20364,1,31.0,35.9583274,270.0,7.6899999999999995,3.20364,1.0,-8.0
13,0.0,28.193178800000002,270.0,8.32,3.7278000000000002,1,31.0,36.1931788,270.0,8.32,3.7278000000000002,1.0,-7.9999999999999964
14,0.0,28.46355275,270.0,8.950000000000001,4.291650000000001,1,31.0,36.46355275,270.0,8.950000000000001,4.291650000000001,1.0,-7.9999999999999964
15,0.0,28.77749899,270.0,9.590000000000002,4.905410000000001,1,31.0,36.77749899,270.0,9.590000000000002,4.905410000000001,1.0,-7.9999999999999964
16,0.0,29.12088165,270.0,10.21,5.538430000000001,1,31.0,37.12088165,270.0,10.21,5.538430000000001,1.0,-8.0
17,0.0,29.5267631,270.0,10.860000000000001,6.244330000000001,1,31.0,37.526763100000004,270.0,10.860000000000001,6.244330000000001,1.0,-8.000000000000004
18,0.0,29.97350422,270.0,11.500000000000002,6.98033,1,31.0,37.97350422,270.0,11.500000000000002,6.98033,1.0,-8.000000000000004
19,0.0,30.469970779999997,270.0,12.140000000000002,7.75729,1,31.0,38.469970780000004,270.0,12.140000000000002,7.75729,1.0,-8.000000000000007
20,0.0,31.00936418,270.0,12.770000000000003,8.5618,1,31.0,39.009364180000006,270.0,12.770000000000003,8.5618,1.0,-8.000000000000007
21,0.0,31.601942179999998,270.0,13.400000000000004,9.406,1,31.0,39.60194218000001,270.0,13.400000000000004,9.406,1.0,-8.00000000000001
22,0.0,32.261434019999996,270.0,14.040000000000004,10.30456,1,31.0,40.26143402000001,270.0,14.040000000000004,10.30456,1.0,-8.000000000000014
23,0.0,33.014865099999994,270.0,14.040000000000004,11.24524,1,31.0,41.01486510000001,270.0,14.040000000000004,11.24524,1.0,-8.000000000000014
24,0.0,33.766160665567384,270.0,14.07145826414966,12.11767041237728,1,31.0,41.7661606655674,270.0,14.07145826414966,12.11767041237728,1.0,-8.000000000000014
25,0.0,34.57178828091237,270.0,14.13424812112224,12.993993795886858,1,31.0,42.571788280912386,270.0,14.13424812112224,12.993993795886858,1.0,-8.000000000000014
26,0.0,35.446887294493166,270.0,14.229630748279888,13.890460533028492,1,31.0,43.44688729449318,270.0,14.229630748279888,13.890460533028492,1.0,-8.000000000000014
27,0.0,36.394688031655555,270.0,14.358218517716601,14.809386518162354,1,31.0,44.39468803165557,270.0,14.358218517716601,14.809386518162354,1.0,-8.000000000000014
28,0.0,37.40195441343123,270.0,14.517979641914227,15.738537215244865,1,31.0,45.40195441343124,270.0,14.517979641914227,15.738537215244865,1.0,-8.000000000000014
29,0.0,38.469465872482395,270.0,14.708270819212315,16.679866547674454,1,31.0,46.46946587248241,270.0,14.708270819212315,16.679866547674454,1.0,-8.000000000000014
30,0.0,39.59812375406853,270.0,14.92832581420197,17.63527939978338,1,31.0,47.598123754068546,270.0,14.92832581420197,17.63527939978338,1.0,-8.000000000000014
31,0.0,40.76936945769363,270.0,15.173368969196607,18.591201644842766,1,31.0,48.76936945769364,270.0,15.173368969196607,18.591201644842766,1.0,-8.000000000000014
32,0.0,41.98138118874941,270.0,15.441526814654583,19.54857630735135,1,31.0,49.981381188749424,270.0,15.441526814654583,19.54857630735135,1.0,-8.000000000000014
33,0.0,43.2754149548314,270.0,15.740352410898122,20.54021850923793,1,31.0,51.27541495483141,270.0,15.740352410898122,20.54021850923793,1.0,-8.000000000000014
34,0.0,44.54960372091339,270.0,-5.0,20.22521850923793,1,31.0,52.5496037209134,270.0,-5.0,20.22521850923793,1.0,-8.000000000000014
35,0.0,45.82353770550461,270.0,-5.0,19.90521850923793,1,31.0,53.82353770550463,270.0,-5.0,19.90521850923793,1.0,-8.000000000000014
36,0.0,47.0591909312104,270.0,-4.629765778836603,19.613543265171224,1,31.0,55.059190931210416,270.0,-4.629765778836603,19.613543265171224,1.0,-8.000000000000014
37,0.0,48.27802120129964,270.0,-4.2385879608335575,19.346512223638708,1,31.0,56.27802120129965,270.0,-4.2385879608335575,19.346512223638708,1.0,-8.000000000000014
38,0.0,49.500545016911936,270.0,-3.8215250733837856,19.101934618942146,1,31.0,57.50054501691195,270.0,-3.8215250733837856,19.101934618942146,1.0,-8.000000000000014
39,0.0,50.70919786920852,270.0,-3.3864656532496342,18.88520081713417,1,31.0,58.70919786920854,270.0,-3.3864656532496342,18.88520081713417,1.0,-8.000000000000014
40,0.0,52.03549980870514,270.0,-2.8858001428114077,18.68030900699456,1,31.0,60.035499808705154,270.0,-2.8858001428114077,18.68030900699456,1.0,-8.000000000000014
